Outcome,Fighter,Fightee,Str,TD,Sub,Pass,Str2,TD2,Sub2,Pass2,Name,Date,Method,Misc,Rounds,Time,
loss,Thaddeus Luster,Frank Hamaker,0,2,0,1,0,3,0,4,UFC 2: No Way Out,Mar. 11  1994,SUB,Keylock,1,04:52,
loss,Travis Lutter,Rich Franklin,1,28,1,0,1,0,3,0,UFC 83: Serra vs St-Pierre 2,Apr. 19  2008,KO/TKO,Punches,2,03:01,
loss,Travis Lutter,Anderson Silva,8,9,3,0,0,2,2,0,UFC 67: All or Nothing,Feb. 03  2007,SUB,Triangle Choke,2,02:11,
win,Travis Lutter,Patrick Cote,0,0,1,0,1,0,3,0,The Ultimate Fighter 4 Finale,Nov. 11  2006,SUB,Armbar,1,02:18,
loss,Travis Lutter,Trevor Prangley,9,54,0,5,0,0,0,2,UFC 54: Boiling Point,Aug. 20  2005,U-DEC,,3,05:00,
loss,Travis Lutter,Matt Lindland,0,11,1,2,0,1,2,2,UFC 52: Couture vs Liddell 2,Apr. 16  2005,SUB,Guillotine Choke,2,03:13,
win,Travis Lutter,Marvin Eastman,1,10,0,0,0,0,0,0,UFC 50: The War Of '04,Oct. 22  2004,KO/TKO,Punch,2,00:33,
loss,Stevie Lynch,Dustin Hazelett,7,20,0,0,0,1,0,0,UFC 72: Victory,Jun. 16  2007,SUB,Anaconda Choke,1,02:50,
loss,Adam Lynn,Josh Thomson,7,33,0,1,0,0,0,0,Strikeforce - Playboy Mansion,Sep. 29  2007,KO/TKO,Punches,1,04:45,
loss,Adam Lynn,Jay Hieron,0,0,0,0,0,0,0,0,WEC 15: Judgment Day,May. 19  2005,U-DEC,,3,05:00,
win,Chris Lytle,Dan Hardy,127,61,0,1,1,0,1,0,UFC LIVE 5: Hardy vs Lytle,Aug. 14  2011,SUB,Guillotine Choke,3,04:16,
loss,Chris Lytle,Brian Ebersole,24,32,0,4,5,1,1,0,UFC 127: Penn vs Fitch,Feb. 26  2011,U-DEC,,3,05:00,
win,Chris Lytle,Matt Serra,153,124,0,0,0,0,0,0,UFC 119: Mir vs Cro Cop,Sep. 25  2010,U-DEC,,3,05:00,
win,Chris Lytle,Matt Brown,19,25,0,1,4,1,1,0,UFC 116: Lesnar vs Carwin,Jul. 03  2010,SUB,Armbar,2,02:02,
win,Chris Lytle,Brian Foster,2,5,0,1,1,0,0,0,UFC 110: Nogueira vs Velasquez,Feb. 20  2010,SUB,Kneebar,1,01:41,
win,Chris Lytle,Kevin Burns,101,69,0,1,0,0,0,1,The Ultimate Fighter: Team US vs Team UK Finale,Jun. 20  2009,U-DEC,,3,05:00,
loss,Chris Lytle,Marcus Davis,73,59,0,0,0,0,0,0,UFC 93: Franklin vs Henderson,Jan. 17  2009,S-DEC,,3,05:00,
win,Chris Lytle,Paul Taylor,102,85,2,0,0,0,1,0,UFC 89: Bisping vs Leben,Oct. 18  2008,U-DEC,,3,05:00,
loss,Chris Lytle,Josh Koscheck,16,38,0,2,5,0,0,3,UFC 86: Jackson vs Griffin,Jul. 05  2008,U-DEC,,3,05:00,
win,Chris Lytle,Kyle Bradley,12,0,0,0,0,0,0,0,UFC 81: Breaking Point,Feb. 02  2008,KO/TKO,Punches,1,00:33,
loss,Chris Lytle,Thiago Alves,42,39,1,0,0,0,0,0,UFC 78: Validation,Nov. 17  2007,KO/TKO,,2,05:00,
win,Chris Lytle,Jason Gilliam,5,3,1,0,5,0,3,0,UFC 73: Stacked,Jul. 07  2007,SUB,Triangle Choke,1,02:15,
loss,Chris Lytle,Matt Hughes,5,13,0,2,3,3,1,8,UFC 68: The Uprising,Mar. 03  2007,U-DEC,,3,05:00,
loss,Chris Lytle,Matt Serra,42,20,1,1,0,0,0,1,The Ultimate Fighter 4 Finale,Nov. 11  2006,S-DEC,,3,05:00,
win,Chris Lytle,Trenell Young,43,2,1,0,0,1,2,0,WEC 18: Unfinished Business,Jan. 13  2006,KO/TKO,Elbows,1,03:50,
loss,Chris Lytle,Joe Riggs,3,15,1,1,0,1,2,1,UFC 55: Fury,Oct. 07  2005,KO/TKO,,2,02:00,
win,Chris Lytle,Pat Healy,22,22,1,4,6,0,3,1,WEC 15: Judgment Day,May. 19  2005,S-DEC,,3,05:00,
loss,Chris Lytle,Karo Parisyan,7,29,0,7,2,2,1,6,UFC 51: Super Saturday,Feb. 05  2005,U-DEC,,3,05:00,
win,Chris Lytle,Ronald Jhun,12,8,0,1,2,0,2,0,UFC 49: Unfinished Business,Aug. 21  2004,SUB,Guillotine Choke,2,01:17,
win,Chris Lytle,Tiki Ghosn,34,27,2,0,1,0,2,0,UFC 47: It's On!,Apr. 02  2004,SUB,Other - Choke,2,01:55,
loss,Chris Lytle,Robbie Lawler,37,30,1,3,1,0,0,2,UFC 45: Revolution,Nov. 21  2003,U-DEC,,3,05:00,
loss,Chris Lytle,Ben Earwood,2,5,0,2,1,0,0,4,UFC 28: High Stakes,Nov. 17  2000,U-DEC,,2,05:00,
loss,Dong Hyun Ma,Devonte Smith,1,19,0,0,0,0,0,0,UFC 234: Adesanya vs. Silva,Feb. 09  2019,KO/TKO,Punch,1,03:53,
win,Dong Hyun Ma,Damien Brown,67,46,0,0,0,0,0,0,UFC 221: Romero vs. Rockhold,Feb. 10  2018,S-DEC,,3,05:00,
win,Dong Hyun Ma,Takanori Gomi,13,2,0,0,0,0,0,0,UFC Fight Night: Saint Preux vs. Okami,Sep. 22  2017,KO/TKO,Punch,1,01:30,
win,Dong Hyun Ma,Brendan O'Reilly,21,25,4,0,0,1,8,1,The Ultimate Fighter 24 Finale,Dec. 03  2016,U-DEC,,3,05:00,
loss,Dong Hyun Ma,Polo Reyes,83,135,2,0,0,0,2,2,UFC 199: Rockhold vs. Bisping 2,Jun. 04  2016,KO/TKO,Punch,3,01:52,
loss,Dong Hyun Ma,Dominique Steele,19,36,0,4,0,0,0,1,UFC Fight Night: Henderson vs Masvidal,Nov. 28  2015,KO/TKO,Slam,3,00:27,
loss,William Patolino,Matt Dwyer,8,13,0,0,0,0,0,0,UFC Fight Night: Bigfoot vs Mir,Feb. 22  2015,KO/TKO,Punch,1,03:14,
loss,William Patolino,Neil Magny,24,65,0,2,0,0,0,4,UFC 179: Aldo vs Mendes 2,Oct. 25  2014,KO/TKO,Punches,3,02:40,
win,William Patolino,Bobby Voelker,133,61,3,0,0,0,0,0,UFC 168: Weidman vs Silva 2,Dec. 28  2013,U-DEC,,3,05:00,
loss,William Patolino,Leonardo Santos,35,22,2,1,0,1,0,2,UFC on FUEL TV 10,Jun. 08  2013,SUB,Arm Triangle,2,04:43,
loss,Jason MacDonald,Tom Lawlor,1,5,0,0,0,0,0,0,UFC on FUEL TV: Korean Zombie vs Poirier,May. 15  2012,KO/TKO,Punch,1,00:50,
loss,Jason MacDonald,Alan Belcher,2,25,0,0,0,0,0,2,UFC Fight Night Live: Shields vs Ellenberger,Sep. 17  2011,KO/TKO,Punches,1,03:48,
win,Jason MacDonald,Ryan Jensen,0,0,0,0,1,1,1,0,UFC 129: St-Pierre vs Shields,Apr. 30  2011,SUB,Triangle Choke,1,01:37,
loss,Jason MacDonald,John Salter,5,3,0,1,0,0,0,1,UFC 113: Machida vs Shogun 2,May. 08  2010,KO/TKO,,1,02:42,
loss,Jason MacDonald,Nate Quarry,1,16,0,1,0,0,0,1,UFC 97: Redemption,Apr. 18  2009,KO/TKO,Elbows,1,02:27,
loss,Jason MacDonald,Wilson Gouveia,6,18,1,0,0,0,0,1,The Ultimate Fighter Finale: Team Nog vs Team Mir,Dec. 13  2008,KO/TKO,Elbow,1,02:18,
win,Jason MacDonald,Jason Lambert,10,1,2,0,1,2,4,0,UFC 88: Breakthrough,Sep. 06  2008,SUB,Rear Naked Choke,2,01:20,
loss,Jason MacDonald,Demian Maia,7,30,0,2,4,3,2,8,UFC 87: Seek And Destroy,Aug. 09  2008,SUB,Rear Naked Choke,3,02:44,
win,Jason MacDonald,Joe Doerksen,13,4,1,1,2,3,1,2,UFC 83: Serra vs St-Pierre 2,Apr. 19  2008,KO/TKO,Elbows,2,00:54,
loss,Jason MacDonald,Yushin Okami,25,41,0,1,0,1,0,6,UFC 77: Hostile Territory,Oct. 20  2007,U-DEC,,3,05:00,
win,Jason MacDonald,Rory Singer,30,17,2,1,0,1,2,2,UFC 72: Victory,Jun. 16  2007,KO/TKO,Punches,2,03:18,
loss,Jason MacDonald,Rich Franklin,16,49,1,1,0,0,0,4,UFC 68: The Uprising,Mar. 03  2007,KO/TKO,,2,05:00,
win,Jason MacDonald,Chris Leben,9,15,1,2,1,0,1,2,UFC 66: Liddell vs Ortiz 2,Dec. 30  2006,SUB,Guillotine Choke,2,04:03,
win,Jason MacDonald,Ed Herman,5,2,0,1,2,0,2,1,Ortiz vs Shamrock 3: The Final Chapter,Oct. 10  2006,SUB,Triangle Choke,1,02:43,
loss,Rob MacDonald,Eric Schafer,2,7,0,0,0,2,0,3,UFC 62: Liddell vs Sobral,Aug. 26  2006,SUB,Arm Triangle,1,02:26,
win,Rob MacDonald,Kristian Rothaermel,10,3,4,0,3,0,3,0,UFC Fight Night 5,Jun. 28  2006,SUB,Armbar,1,04:01,
loss,Rob MacDonald,Jason Lambert,3,7,0,1,0,1,0,1,UFC 58: USA vs Canada,Mar. 04  2006,SUB,Kimura,1,01:54,
loss,Rory MacDonald,Stephen Thompson,61,110,0,0,0,0,0,0,UFC Fight Night: MacDonald vs Thompson,Jun. 18  2016,U-DEC,,5,05:00,
loss,Rory MacDonald,Robbie Lawler,86,70,0,0,0,0,0,0,UFC 189: Mendes vs McGregor,Jul. 11  2015,KO/TKO,Punch,5,01:00,
win,Rory MacDonald,Tarec Saffiedine,47,42,1,0,0,0,0,0,UFC Fight Night: MacDonald vs Saffiedine,Oct. 04  2014,KO/TKO,Punch,3,01:28,
win,Rory MacDonald,Tyron Woodley,49,26,1,0,0,0,1,0,UFC 174: Johnson vs Bagautinov,Jun. 14  2014,U-DEC,,3,05:00,
win,Rory MacDonald,Demian Maia,75,51,0,2,0,0,0,1,UFC 170: Rousey vs McMann,Feb. 22  2014,U-DEC,,3,05:00,
loss,Rory MacDonald,Robbie Lawler,37,44,4,0,1,0,2,2,UFC 167: St-Pierre vs Hendricks,Nov. 16  2013,S-DEC,,3,05:00,
win,Rory MacDonald,Jake Ellenberger,46,19,0,1,0,0,0,0,UFC on Fox: Johnson vs Moraga,Jul. 27  2013,U-DEC,,3,05:00,
win,Rory MacDonald,BJ Penn,116,24,1,0,0,0,0,0,UFC on Fox: Henderson vs Diaz,Dec. 08  2012,U-DEC,,3,05:00,
win,Rory MacDonald,Che Mills,47,6,2,0,0,0,8,0,UFC 145: Jones vs Evans,Apr. 21  2012,KO/TKO,Punches,2,02:20,
win,Rory MacDonald,Mike Pyle,24,3,0,2,2,0,0,1,UFC 133: Evans vs Ortiz 2,Aug. 06  2011,KO/TKO,Punches,1,03:54,
win,Rory MacDonald,Nate Diaz,42,26,7,0,0,0,1,0,UFC 129: St-Pierre vs Shields,Apr. 30  2011,U-DEC,,3,05:00,
loss,Rory MacDonald,Carlos Condit,29,72,3,0,0,1,1,5,UFC 115: Liddell vs Franklin,Jun. 12  2010,KO/TKO,Punches,3,04:53,
win,Rory MacDonald,Mike Guymon,8,6,2,0,2,0,1,0,UFC Fight Night: Maynard vs Diaz,Jan. 11  2010,SUB,Armbar,1,04:27,
loss,Ryan MacDonald,Chris Gutierrez,15,69,0,0,0,0,0,0,UFC Fight Night: Thompson vs. Pettis,Mar. 23  2019,U-DEC,,3,05:00,
loss,Veronica Macedo,Gillian Robertson,23,5,1,2,0,1,1,7,UFC Fight Night: Blachowicz vs. Santos,Feb. 23  2019,SUB,Rear Naked Choke,2,03:27,
loss,Veronica Macedo,Andrea Lee,24,56,1,3,1,2,0,8,UFC Fight Night: Maia vs. Usman,May. 19  2018,U-DEC,,3,05:00,
loss,Veronica Macedo,Ashlee Evans-Smith,23,73,0,2,0,0,0,3,UFC Fight Night: Arlovski vs. Barnett,Sep. 03  2016,KO/TKO,Elbows,3,02:46,
win,Lyoto Machida,Vitor Belfort,11,2,0,0,0,0,0,0,UFC 224: Nunes vs. Pennington,May. 12  2018,KO/TKO,Kick,2,01:00,
win,Lyoto Machida,Eryk Anders,62,32,0,3,0,0,0,0,UFC Fight Night: Machida vs. Anders,Feb. 03  2018,S-DEC,,5,05:00,
loss,Lyoto Machida,Derek Brunson,3,10,0,0,0,0,0,0,UFC Fight Night: Brunson vs. Machida,Oct. 28  2017,KO/TKO,Punch,1,02:30,
loss,Lyoto Machida,Yoel Romero,31,42,0,1,0,0,0,1,UFC Fight Night: Machida vs Romero,Jun. 27  2015,KO/TKO,Elbows,3,01:38,
loss,Lyoto Machida,Luke Rockhold,13,23,0,1,0,2,0,4,UFC Fight Night: Machida vs Rockhold,Apr. 18  2015,SUB,Rear Naked Choke,2,02:31,
win,Lyoto Machida,CB Dollaway,12,0,0,0,0,0,0,0,UFC Fight Night: Machida vs Dollaway,Dec. 20  2014,KO/TKO,Kick,1,01:02,
loss,Lyoto Machida,Chris Weidman,58,65,0,5,0,0,0,2,UFC 175: Weidman vs Machida,Jul. 05  2014,U-DEC,,5,05:00,
win,Lyoto Machida,Gegard Mousasi,28,36,1,0,0,0,2,0,UFC Fight Night: Machida vs Mousasi,Feb. 15  2014,U-DEC,,5,05:00,
win,Lyoto Machida,Mark Munoz,5,0,0,0,0,0,0,0,UFC Fight Night: Machida vs Munoz,Oct. 26  2013,KO/TKO,Kick,1,03:10,
loss,Lyoto Machida,Phil Davis,27,21,0,2,0,0,0,1,UFC 163: Aldo vs Jung,Aug. 03  2013,U-DEC,,3,05:00,
win,Lyoto Machida,Dan Henderson,27,20,1,1,0,0,0,0,UFC 157: Rousey vs Carmouche,Feb. 23  2013,S-DEC,,3,05:00,
win,Lyoto Machida,Ryan Bader,21,7,0,0,0,0,0,0,UFC on FOX: Shogun vs Vera,Aug. 04  2012,KO/TKO,Punch,2,01:32,
loss,Lyoto Machida,Jon Jones,13,24,0,1,0,1,0,0,UFC 140: Jones vs Machida,Dec. 10  2011,SUB,Guillotine Choke,2,04:26,
win,Lyoto Machida,Randy Couture,15,5,0,0,0,0,0,0,UFC 129: St-Pierre vs Shields,Apr. 30  2011,KO/TKO,Kick,2,01:05,
loss,Lyoto Machida,Rampage Jackson,33,16,1,1,1,0,3,0,UFC 123: Rampage vs Machida,Nov. 20  2010,S-DEC,,3,05:00,
loss,Lyoto Machida,Mauricio Rua,9,17,2,0,0,0,2,1,UFC 113: Machida vs Shogun 2,May. 08  2010,KO/TKO,Punches,1,03:35,
win,Lyoto Machida,Mauricio Rua,35,80,0,0,0,0,0,0,UFC 104: Machida vs Shogun,Oct. 24  2009,U-DEC,,5,05:00,
win,Lyoto Machida,Rashad Evans,28,4,0,0,0,0,0,0,UFC 98: Evans vs Machida,May. 23  2009,KO/TKO,Punch,2,03:57,
win,Lyoto Machida,Thiago Silva,24,2,2,0,0,0,1,0,UFC 94: St-Pierre vs Penn 2,Jan. 31  2009,KO/TKO,Punch,1,04:59,
win,Lyoto Machida,Tito Ortiz,41,16,1,0,0,2,1,0,UFC 84: Ill Will,May. 24  2008,U-DEC,,3,05:00,
win,Lyoto Machida,Rameau Thierry Sokoudjou,21,6,0,2,5,2,5,0,UFC 79: Nemesis,Dec. 29  2007,SUB,Arm Triangle,2,04:20,
win,Lyoto Machida,Kazuhiro Nakamura,70,15,2,2,1,0,9,1,UFC 76: Knockout,Sep. 22  2007,U-DEC,,3,05:00,
win,Lyoto Machida,David Heath,67,8,0,0,1,0,4,0,UFC 70: Nations Collide,Apr. 21  2007,U-DEC,,3,05:00,
win,Lyoto Machida,Sam Hoger,62,11,4,1,0,0,13,1,UFC 67: All or Nothing,Feb. 03  2007,U-DEC,,3,05:00,
win,Lyoto Machida,Vernon White,26,14,2,1,0,0,2,0,WFA - King of the Streets,Jul. 22  2006,U-DEC,,3,05:00,
win,Lyoto Machida,Dimitiri Wanderley,56,12,1,1,0,0,3,0,Jungle Fight 6,Apr. 29  2006,KO/TKO,,3,02:59,
win,Lyoto Machida,BJ Penn,53,32,3,1,0,0,2,1,K-1 Hero's 1,Mar. 26  2005,U-DEC,,3,05:00,
win,Lyoto Machida,Sam Greco,20,36,3,0,0,1,7,0,K-1 ROMANEX,May. 22  2004,S-DEC,,3,05:00,
win,Lyoto Machida,Michael McDonald,1,0,1,0,1,0,1,0,K-1 Beast 2004,Mar. 14  2004,SUB,Forearm Choke,1,02:30,
win,Lyoto Machida,Rich Franklin,24,9,1,0,0,0,0,0,Inoki Bom-Ba-Ye 2003,Dec. 31  2003,KO/TKO,Punches,2,01:03,
win,Lyoto Machida,Stephan Bonnar,17,8,0,0,0,0,0,0,Jungle Fight 1,Sep. 13  2003,KO/TKO,,1,04:21,
win,Lyoto Machida,Kengo Watanabe,51,9,5,1,1,0,13,0,NJPW - Ultimate Crush,May. 02  2003,U-DEC,,3,05:00,
loss,Jon Koppenhaver,Yoshiyuki Yoshida,1,1,0,1,0,1,0,1,UFC 84: Ill Will,May. 24  2008,SUB,Anaconda Choke,1,00:56,
win,Jon Koppenhaver,Jared Rollins,29,40,1,2,0,1,1,3,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Dec. 08  2007,KO/TKO,Punches,3,02:01,
loss,Anthony Macias,Kazushi Sakuraba,5,18,0,2,0,1,0,5,PRIDE 7,Sep. 12  1999,SUB,Armbar,2,02:30,
win,Anthony Macias,He-Man Gipson,0,0,0,0,0,0,0,0,UFC 6: Clash of the Titans,Jul. 14  1995,KO/TKO,Headbutts,1,03:06,
loss,Anthony Macias,Oleg Taktarov,0,0,0,0,0,1,0,1,UFC 6: Clash of the Titans,Jul. 14  1995,SUB,Guillotine Choke,1,00:09,
loss,Anthony Macias,Dan Severn,8,0,0,2,0,1,0,1,UFC 4: Revenge of the Warriors,Dec. 16  1994,SUB,Rear Naked Choke,1,01:45,
loss,Reza Madadi,Joaquim Silva,26,40,5,0,0,1,2,3,UFC Fight Night: Gustafsson vs. Teixeira,May. 28  2017,S-DEC,,3,05:00,
loss,Reza Madadi,Joe Duffy,28,51,2,0,0,0,0,2,UFC Fight Night: Manuwa vs. Anderson,Mar. 18  2017,U-DEC,,3,05:00,
win,Reza Madadi,Yan Cabral,27,32,1,1,0,0,0,2,UFC Fight Night: Overeem vs Arlovski,May. 08  2016,KO/TKO,Punch,3,01:56,
loss,Reza Madadi,Norman Parke,33,47,1,1,0,0,0,1,UFC Fight Night: Holohan vs Smolka,Oct. 24  2015,U-DEC,,3,05:00,
win,Reza Madadi,Michael Johnson,34,20,4,0,2,0,4,0,UFC on FUEL TV 9: Mousasi vs Latifi,Apr. 06  2013,SUB,D'Arce Choke,3,01:33,
loss,Reza Madadi,Cristiano Marcello,77,72,3,0,0,0,0,0,UFC 153: Silva vs Bonnar,Oct. 13  2012,S-DEC,,3,05:00,
win,Reza Madadi,Yoislandy Izquierdo,1,36,3,0,1,0,3,0,UFC on FUEL TV: Gustafsson vs Silva,Apr. 14  2012,SUB,Guillotine Choke,2,01:28,
win,Don Madge,Te Edwards,21,5,0,1,1,0,0,0,UFC Fight Night: Oezdemir vs. Smith,Oct. 27  2018,KO/TKO,Kick,2,00:14,
loss,Ryan Madigan,Tamdan McCrory,0,12,0,1,0,0,0,5,UFC 96: Jackson vs Jardine,Mar. 07  2009,KO/TKO,Elbows,1,03:35,
loss,Jon Madsen,Mike Russow,27,14,0,3,0,0,0,0,UFC Fight Night Live: Nogueira vs Davis,Mar. 26  2011,KO/TKO,,2,05:00,
win,Jon Madsen,Gilbert Yvel,18,0,1,0,0,0,0,0,UFC 121: Lesnar vs Velasquez,Oct. 23  2010,KO/TKO,Punches,1,01:48,
win,Jon Madsen,Karlos Vemola,37,16,3,0,0,1,4,0,UFC 116: Lesnar vs Carwin,Jul. 03  2010,U-DEC,,3,05:00,
win,Jon Madsen,Mostapha Al-Turk,32,20,1,0,0,0,0,0,UFC 112: Invincible,Apr. 10  2010,U-DEC,,3,05:00,
win,Jon Madsen,Justin Wren,26,17,0,0,0,0,0,0,The Ultimate Fighter: Heavyweights Finale,Dec. 05  2009,S-DEC,,3,05:00,
loss,Yoshiro Maeda,Bibiano Fernandes,1,1,0,1,0,2,0,1,DREAM 18,Dec. 31  2012,SUB,Triangle Choke,1,01:46,
loss,Yoshiro Maeda,Hideo Tokoro,40,33,0,1,0,2,0,1,DREAM - Fight for Japan,May. 29  2011,KO/TKO,,2,00:43,
loss,Yoshiro Maeda,Kenji Osawa,28,42,3,1,0,0,0,0,DREAM 14,May. 29  2010,S-DEC,,3,05:00,
loss,Yoshiro Maeda,Cole Escovedo,8,7,0,0,0,0,0,0,DREAM 13,Mar. 22  2010,KO/TKO,Kick,1,02:29,
win,Yoshiro Maeda,Chase Beebe,21,9,2,1,1,0,1,1,DREAM 12,Oct. 25  2009,SUB,Rear Naked Choke,1,03:36,
loss,Yoshiro Maeda,Hiroyuki Takaya,22,15,3,0,0,0,5,0,DREAM 9: Featherweight Grand Prix 2009 2nd Round,May. 26  2009,KO/TKO,Punch,1,09:40,
win,Yoshiro Maeda,Micah Miller,32,10,4,0,0,3,1,1,DREAM 7: Featherweight Grand Prix 2009 1st Round,Mar. 08  2009,U-DEC,,2,05:00,
loss,Yoshiro Maeda,Rani Yahya,3,2,0,0,2,1,0,0,WEC 36: Faber vs. Brown,Nov. 05  2008,SUB,Guillotine Choke,1,03:30,
loss,Yoshiro Maeda,Miguel Torres,25,72,3,0,1,5,1,2,WEC 34: Faber vs. Pulver,Jun. 01  2008,KO/TKO,,3,05:00,
win,Yoshiro Maeda,Charlie Valencia,11,7,0,0,0,0,0,0,WEC 32: Condit vs. Prater,Feb. 13  2008,KO/TKO,Kick,1,02:29,
loss,Yoshiro Maeda,Joe Pearson,0,1,1,0,0,1,2,0,PRIDE Bushido 13,Nov. 05  2006,SUB,Guillotine Choke,1,00:54,
loss,Yoshiro Maeda,Charles Bennett,3,10,0,0,0,0,0,0,PRIDE Bushido 7,May. 22  2005,KO/TKO,Punch,1,01:55,
loss,Leonardo Mafra,Stevie Ray,23,19,0,0,0,0,0,0,UFC Fight Night: Bisping vs Leites,Jul. 18  2015,KO/TKO,Punches,1,02:30,
win,Leonardo Mafra,Cain Carrizosa,94,44,5,0,0,0,9,0,UFC Fight Night: Maia vs LaFlare,Mar. 21  2015,U-DEC,,3,05:00,
loss,Leonardo Mafra,Rick Story,11,24,0,3,0,1,0,8,UFC Fight Night: Cerrone vs Miller,Jul. 16  2014,SUB,Arm Triangle,2,02:12,
loss,Leonardo Mafra,Thiago Perpetuo,33,68,0,1,1,0,0,2,UFC 147: Silva vs Franklin 2,Jun. 23  2012,KO/TKO,Punch,3,00:41,
loss,Vinny Magalhaes,Anthony Perosh,1,8,0,0,0,0,0,0,UFC 163: Aldo vs Jung,Aug. 03  2013,KO/TKO,Punch,1,00:14,
loss,Vinny Magalhaes,Phil Davis,29,79,1,0,0,0,0,0,UFC 159: Jones vs Sonnen,Apr. 27  2013,U-DEC,,3,05:00,
win,Vinny Magalhaes,Igor Pokrajac,15,8,1,1,2,0,2,0,UFC 152: Jones vs Belfort,Sep. 22  2012,SUB,Armbar,2,01:14,
loss,Vinny Magalhaes,Eliot Marshall,34,44,2,0,0,0,3,0,UFC 97: Redemption,Apr. 18  2009,U-DEC,,3,05:00,
loss,Vinny Magalhaes,Ryan Bader,4,15,0,0,0,0,0,0,The Ultimate Fighter Finale: Team Nog vs Team Mir,Dec. 13  2008,KO/TKO,Punch,1,02:18,
win,Vinicius Magalhaes,Rocky Long,0,0,0,0,0,0,0,0,Strikeforce - Houston,Aug. 21  2010,U-DEC,,3,03:00,
loss,Caio Magalhaes,Brad Tavares,26,46,1,0,1,0,0,0,UFC 203: Miocic vs. Overeem,Sep. 10  2016,S-DEC,,3,05:00,
loss,Caio Magalhaes,Josh Samman,3,12,0,0,0,1,0,1,The Ultimate Fighter 21 Finale,Jul. 12  2015,SUB,Rear Naked Choke,1,02:52,
win,Caio Magalhaes,Trevor Smith,9,2,0,0,0,0,0,0,UFC Fight Night 56: Shogun vs Saint Preux,Nov. 08  2014,KO/TKO,Punch,1,00:31,
win,Caio Magalhaes,Luke Zachrich,16,3,0,0,0,0,0,0,UFC on Fox: Werdum vs Browne,Apr. 19  2014,KO/TKO,Punch,1,00:44,
win,Caio Magalhaes,Nick Ring,32,30,0,3,0,1,1,3,UFC Fight Night: Hunt vs Bigfoot,Dec. 06  2013,U-DEC,,3,05:00,
win,Caio Magalhaes,Karlos Vemola,21,30,1,2,5,0,4,2,UFC on FUEL TV 10,Jun. 08  2013,SUB,Rear Naked Choke,2,02:49,
loss,Caio Magalhaes,Buddy Roberts,22,35,2,0,0,0,0,0,UFC on FX: Johnson vs McCall,Jun. 08  2012,U-DEC,,3,05:00,
loss,Bernardo Magalhaes,Henry Martinez,26,18,0,0,1,0,0,0,UFC on FX: Johnson vs McCall,Jun. 08  2012,S-DEC,,3,05:00,
loss,Bernardo Magalhaes,Tim Means,28,83,0,0,0,0,0,1,UFC on FUEL TV: Sanchez vs Ellenberger,Feb. 15  2012,U-DEC,,3,05:00,
win,Eric Magana,Luke Hartwig,0,0,0,0,0,0,0,0,Strikeforce - Young Guns 2,Feb. 01  2008,KO/TKO,,2,03:00,
win,Brandon Magana,Brandon Thatch,0,0,0,0,0,0,0,0,Strikeforce - At the Mansion 2,Sep. 20  2008,S-DEC,,3,03:00,
loss,Angela Magana,Amanda Cooper,12,40,0,1,0,1,0,9,UFC 218: Holloway vs. Aldo 2,Dec. 02  2017,KO/TKO,Punches,2,04:34,
loss,Angela Magana,Michelle Waterson,8,47,1,3,1,4,0,9,The Ultimate Fighter 21 Finale,Jul. 12  2015,SUB,Rear Naked Choke,3,02:38,
loss,Angela Magana,Tecia Torres,37,96,0,1,0,0,0,1,The Ultimate Fighter 20 Finale,Dec. 12  2014,U-DEC,,3,05:00,
loss,Neil Magny,Santiago Ponzinibbio,72,79,0,0,0,0,0,0,UFC Fight Night: Magny vs. Ponzinibbio,Nov. 17  2018,KO/TKO,Punch,4,02:36,
win,Neil Magny,Craig White,18,6,0,0,0,0,1,0,UFC Fight Night: Thompson vs. Till,May. 27  2018,KO/TKO,Knee,1,04:32,
win,Neil Magny,Carlos Condit,32,37,6,0,0,0,1,0,UFC 219: Cyborg vs. Holm,Dec. 30  2017,U-DEC,,3,05:00,
loss,Neil Magny,Rafael Dos Anjos,1,13,0,0,0,1,0,3,UFC 215: Nunes vs Shevchenko 2,Sep. 09  2017,SUB,Arm Triangle,1,03:43,
win,Neil Magny,Johny Hendricks,50,18,1,6,2,0,0,3,UFC 207: Nunes vs. Rousey,Dec. 30  2016,U-DEC,,3,05:00,
loss,Neil Magny,Lorenz Larkin,8,32,0,0,0,0,0,0,UFC 202: Diaz vs. McGregor 2,Aug. 20  2016,KO/TKO,Elbows,1,04:08,
win,Neil Magny,Hector Lombard,148,60,1,1,2,0,5,2,UFC Fight Night: Hunt vs Mir,Mar. 19  2016,KO/TKO,Punches,3,00:46,
win,Neil Magny,Kelvin Gastelum,54,54,6,2,0,0,5,3,UFC Fight Night: Magny vs Gastelum,Nov. 21  2015,S-DEC,,5,05:00,
win,Neil Magny,Erick Silva,68,29,4,3,0,0,3,2,UFC Fight Night: Holloway vs Oliveira,Aug. 23  2015,U-DEC,,3,05:00,
loss,Neil Magny,Demian Maia,0,13,0,2,0,1,0,10,UFC 190: Rousey vs Correia,Aug. 01  2015,SUB,Rear Naked Choke,2,02:52,
win,Neil Magny,Hyun Gyu Lim,43,15,2,0,0,0,6,0,UFC Fight Night: Edgar vs Faber,May. 16  2015,KO/TKO,Punches,2,01:24,
