Outcome,Fighter,Fightee,Str,TD,Sub,Pass,Str2,TD2,Sub2,Pass2,Name,Date,Method,Misc,Rounds,Time,
loss,Osamu Tachihikari,Gary Goodridge,0,9,0,0,0,1,0,1,PRIDE Grand Prix 2000 Opening Round,Jan. 30  2000,SUB,Forearm Choke,1,00:51,
loss,Eugenio Tadeu,Mikey Burnett,6,42,0,1,0,1,0,0,UFC 16: Battle in the Bayou,Mar. 13  1998,KO/TKO,Punches,1,09:45,
win,Khalid Taha,Boston Salmon,5,0,0,0,0,0,0,0,UFC 236: Holloway vs. Poirier 2,Apr. 13  2019,KO/TKO,Punch,1,00:25,
loss,Khalid Taha,Nad Narimani,32,45,0,6,0,0,0,6,UFC Fight Night: Shogun vs. Smith,Jul. 22  2018,U-DEC,,3,05:00,
win,Mairbek Taisumov,Desmond Green,27,27,0,0,0,0,0,0,UFC Fight Night: Hunt vs. Oleinik,Sep. 15  2018,U-DEC,,3,05:00,
win,Mairbek Taisumov,Felipe Silva,2,0,0,0,0,0,0,0,UFC Fight Night: Volkov vs. Struve,Sep. 02  2017,KO/TKO,Punch,1,01:24,
win,Mairbek Taisumov,Damir Hadzovic,25,11,0,0,0,0,0,0,UFC Fight Night: Rothwell vs Dos Santos,Apr. 10  2016,KO/TKO,Punch,1,03:44,
win,Mairbek Taisumov,Alan Patrick,23,17,0,0,0,0,0,0,UFC Fight Night: Jedrzejczyk vs Penne,Jun. 20  2015,KO/TKO,Kick,2,01:30,
win,Mairbek Taisumov,Anthony Christodoulou,37,9,2,0,0,0,0,0,UFC Fight Night: Gustafsson vs Johnson,Jan. 24  2015,KO/TKO,Punches,2,00:38,
win,Mairbek Taisumov,Marcin Bandel,9,3,0,0,0,0,0,0,UFC Fight Night: Nelson vs Story,Oct. 04  2014,KO/TKO,Punch,1,01:01,
loss,Mairbek Taisumov,Michel Prazeres,26,35,0,3,0,0,0,9,UFC Fight Night: Shogun vs Henderson,Mar. 23  2014,U-DEC,,3,05:00,
win,Mairbek Taisumov,Tae Hyun Bang,33,26,5,0,0,0,2,0,UFC Fight Night: Saffiedine vs Lim,Jan. 04  2014,U-DEC,,3,05:00,
loss,Nobuhiko Takada,Kiyoshi Tamura,5,41,1,0,0,0,0,0,PRIDE 23: Championship Chaos 2,Nov. 24  2002,KO/TKO,Punch,2,01:00,
draw,Nobuhiko Takada,Mirko Cro Cop,3,9,1,0,0,0,0,0,PRIDE 17: Championship Chaos,Nov. 03  2001,Other,,5,03:00,
loss,Nobuhiko Takada,Igor Vovchanchyn,9,16,1,0,0,0,0,3,PRIDE 11: Battle of the Rising Sun,Oct. 31  2000,KO/TKO,Punches,2,03:17,
loss,Nobuhiko Takada,Royce Gracie,0,0,0,0,0,1,0,0,PRIDE Grand Prix 2000 Opening Round,Jan. 30  2000,U-DEC,,1,15:00,
loss,Nobuhiko Takada,Mark Kerr,3,3,0,3,0,1,0,2,PRIDE 6,Jul. 04  1999,SUB,Kimura,1,03:04,
win,Nobuhiko Takada,Mark Coleman,3,17,0,2,1,3,0,3,PRIDE 5,Apr. 29  1999,SUB,Ankle Lock,2,01:44,
loss,Nobuhiko Takada,Rickson Gracie,13,9,1,0,0,1,0,4,PRIDE 4,Oct. 11  1998,SUB,Armbar,1,09:30,
win,Nobuhiko Takada,Kyle Sturgeon,1,3,1,1,1,0,0,0,PRIDE 3,Jun. 24  1998,SUB,Ankle Lock,1,02:18,
loss,Nobuhiko Takada,Rickson Gracie,2,16,0,1,0,1,0,1,PRIDE 1,Oct. 11  1997,SUB,Armbar,1,04:47,
loss,Yoshiki Takahashi,Vitor Belfort,4,2,0,0,0,0,0,0,PRIDE Critical Countdown Absolute,Jul. 01  2006,KO/TKO,Punch,1,00:36,
loss,Yoshiki Takahashi,Igor Vovchanchyn,0,4,0,0,0,0,0,0,PRIDE 29: Fists Of Fire,Feb. 20  2005,KO/TKO,Punches,1,01:10,
loss,Yoshiki Takahashi,Heath Herring,11,37,0,1,1,0,0,0,PRIDE Total Elimination 2004,Apr. 25  2004,KO/TKO,Punches,1,04:53,
win,Yoshiki Takahashi,Wallid Ismail,20,1,1,1,0,0,0,0,UFC 12: Judgement Day,Feb. 07  1997,U-DEC,,2,03:00,
loss,Yoko Takahashi,Cris Cyborg,0,0,0,0,0,0,0,0,EliteXC - Heat,Oct. 04  2008,U-DEC,,3,03:00,
loss,Daiju Takase,Daniel Acacio,9,45,0,0,1,0,1,0,PRIDE Bushido 6,Apr. 03  2005,KO/TKO,,2,03:34,
win,Daiju Takase,Carlos Newton,5,12,1,5,1,0,0,0,PRIDE Bushido 3,May. 23  2004,S-DEC,,2,05:00,
win,Daiju Takase,Chris Brennan,5,3,2,0,3,0,5,0,PRIDE Bushido 2,Feb. 15  2004,U-DEC,,2,05:00,
loss,Daiju Takase,Hayato Sakurai,11,35,1,3,0,1,2,1,PRIDE Shockwave 2003,Dec. 31  2003,U-DEC,,3,05:00,
loss,Daiju Takase,Rodrigo Gracie,10,39,0,2,0,1,0,1,PRIDE Bushido 1,Oct. 05  2003,U-DEC,,2,05:00,
win,Daiju Takase,Anderson Silva,4,5,1,0,2,1,3,0,PRIDE 26: Bad to the Bone,Jun. 08  2003,SUB,Triangle Choke,1,08:33,
loss,Daiju Takase,Fabiano Iha,0,8,0,1,0,0,0,0,UFC 29: Defense of the Belts,Dec. 16  2000,KO/TKO,Punches,1,02:24,
loss,Daiju Takase,Kenichi Yamamoto,5,20,0,0,0,0,0,0,UFC 23: Ultimate Japan 2,Nov. 19  1999,U-DEC,,3,05:00,
loss,Daiju Takase,Jeremy Horn,0,35,0,0,0,0,0,2,UFC 21: Return of the Champions,Jul. 16  1999,KO/TKO,Elbows,1,04:41,
win,Daiju Takase,Emmanuel Yarborough,19,5,0,0,0,0,0,0,PRIDE 3,Jun. 24  1998,KO/TKO,Punches,2,03:22,
loss,Hiroyuki Takaya,Georgi Karakhanyan,34,73,0,3,0,1,1,3,DREAM 18,Dec. 31  2012,S-DEC,,3,05:00,
win,Hiroyuki Takaya,Takeshi Inoue,129,58,4,0,0,0,2,0,DREAM - New Year! 2011,Dec. 31  2011,U-DEC,,5,05:00,
win,Hiroyuki Takaya,Kazuyuki Miyata,58,79,1,2,0,0,0,1,DREAM - Japan GP Final,Jul. 16  2011,S-DEC,,3,05:00,
loss,Hiroyuki Takaya,Robert Peralta,45,81,3,0,0,0,1,0,Strikeforce - Diaz vs. Daley,Apr. 09  2011,S-DEC,,3,05:00,
win,Hiroyuki Takaya,Bibiano Fernandes,45,33,0,3,0,0,0,1,Dynamite!! 2010,Dec. 31  2010,U-DEC,,3,05:00,
win,Hiroyuki Takaya,Chase Beebe,9,6,0,0,0,0,0,0,DREAM 16,Sep. 25  2010,KO/TKO,Punches,1,01:45,
win,Hiroyuki Takaya,Joachim Hansen,12,13,0,0,0,0,0,0,DREAM 14,May. 29  2010,KO/TKO,Punches,1,04:27,
loss,Hiroyuki Takaya,Michihiro Omigawa,14,29,0,0,0,0,0,0,Dynamite!! 2009,Dec. 31  2009,KO/TKO,Punch,1,02:54,
win,Hiroyuki Takaya,Hideo Tokoro,49,26,0,0,0,0,0,0,DREAM 11: Featherweight Grand Prix 2009 Final Round,Oct. 06  2009,KO/TKO,,2,00:32,
loss,Hiroyuki Takaya,Bibiano Fernandes,43,43,0,4,0,0,0,2,DREAM 11: Featherweight Grand Prix 2009 Final Round,Oct. 06  2009,S-DEC,,2,05:00,
win,Hiroyuki Takaya,Yoshiro Maeda,15,22,0,3,0,0,0,5,DREAM 9: Featherweight Grand Prix 2009 2nd Round,May. 26  2009,KO/TKO,Punch,1,09:40,
win,Hiroyuki Takaya,Jong Won Kim,35,9,0,2,0,0,0,0,DREAM 7: Featherweight Grand Prix 2009 1st Round,Mar. 08  2009,KO/TKO,Punches,2,00:40,
loss,Hiroyuki Takaya,Cub Swanson,39,42,2,3,0,1,1,4,WEC 37: Torres vs. Tapia,Dec. 03  2008,U-DEC,,3,05:00,
loss,Hiroyuki Takaya,Leonard Garcia,2,12,0,0,0,0,0,0,WEC 32: Condit vs. Prater,Feb. 13  2008,KO/TKO,Punch,1,01:31,
loss,Yoshihiro Takayama,Don Frye,54,83,0,0,0,0,0,1,PRIDE 21: Demolition,Jun. 23  2002,KO/TKO,Punches,1,06:10,
loss,Yoshihiro Takayama,Semmy Schilt,2,13,1,0,0,2,0,0,PRIDE 18: Cold Fury 2,Dec. 23  2001,KO/TKO,Punches,1,03:00,
loss,Yoshihiro Takayama,Kazuyuki Fujita,20,31,0,4,0,1,0,2,PRIDE 14: Clash of the Titans,May. 27  2001,SUB,Arm Triangle,2,03:10,
win,Makoto Takimoto,Murilo Bustamante,0,0,0,0,0,0,0,0,Yarrenoka! - New Year's Eve 2007,Dec. 31  2007,S-DEC,,2,05:00,
win,Makoto Takimoto,Zelg Galesic,3,15,1,0,4,0,3,1,PRIDE 34: Kamikaze,Apr. 08  2007,SUB,Armbar,1,05:40,
loss,Makoto Takimoto,Gegard Mousasi,1,14,1,0,1,1,1,1,PRIDE Bushido 11,Jun. 04  2006,KO/TKO,,1,05:34,
loss,Makoto Takimoto,Sanae Kikuta,12,21,1,0,0,2,1,12,PRIDE Shockwave 2005,Dec. 31  2005,U-DEC,,3,05:00,
win,Makoto Takimoto,Dong Sik Yoon,33,18,0,3,2,2,1,6,PRIDE 30: Fully Loaded,Oct. 23  2005,U-DEC,,3,05:00,
loss,Makoto Takimoto,Kiyoshi Tamura,36,67,4,0,0,0,0,0,PRIDE Critical Countdown 2005,Jun. 26  2005,U-DEC,,3,05:00,
win,Makoto Takimoto,Henry Miller,40,21,2,0,0,0,2,0,PRIDE Shockwave 2004,Dec. 31  2004,U-DEC,,3,05:00,
loss,Oleg Taktarov,Gary Goodridge,3,15,0,0,0,0,0,0,PRIDE 1,Oct. 11  1997,KO/TKO,Punch,1,04:57,
win,Oleg Taktarov,Dave Beneteau,0,2,0,0,2,0,0,0,UFC - Ultimate Ultimate '95,Dec. 16  1995,SUB,Ankle Lock,1,01:15,
win,Oleg Taktarov,Marco Ruas,6,14,0,0,1,0,0,0,UFC - Ultimate Ultimate '95,Dec. 16  1995,U-DEC,,1,18:00,
loss,Oleg Taktarov,Dan Severn,8,24,0,0,1,0,0,5,UFC - Ultimate Ultimate '95,Dec. 16  1995,U-DEC,,2,03:00,
draw,Oleg Taktarov,Ken Shamrock,4,29,0,1,0,1,0,1,UFC 7: The Brawl in Buffalo,Sep. 08  1995,Other,,2,03:00,
win,Oleg Taktarov,Dave Beneteau,0,5,0,1,1,0,0,0,UFC 6: Clash of the Titans,Jul. 14  1995,SUB,Guillotine Choke,1,00:57,
win,Oleg Taktarov,Anthony Macias,0,0,0,0,1,0,1,0,UFC 6: Clash of the Titans,Jul. 14  1995,SUB,Guillotine Choke,1,00:09,
win,Oleg Taktarov,David Abbott,4,17,0,2,4,1,1,1,UFC 6: Clash of the Titans,Jul. 14  1995,SUB,Rear Naked Choke,1,17:45,
win,Oleg Taktarov,Ernie Verdicia,0,2,0,0,1,0,1,0,UFC 5: The Return of the Beast,Apr. 07  1995,SUB,Neck Crank,1,02:23,
loss,Oleg Taktarov,Dan Severn,0,9,0,1,0,0,0,1,UFC 5: The Return of the Beast,Apr. 07  1995,KO/TKO,,1,04:21,
win,Nordine Taleb,Kyle Prepolec,90,52,0,0,0,0,0,0,UFC Fight Night: Iaquinta vs. Cowboy,May. 04  2019,U-DEC,,3,05:00,
loss,Nordine Taleb,Sean Strickland,48,65,0,0,0,0,0,1,UFC Fight Night: Oezdemir vs. Smith,Oct. 27  2018,KO/TKO,Punch,2,03:10,
loss,Nordine Taleb,Claudio Silva,6,18,1,1,0,1,0,4,UFC Fight Night: Thompson vs. Till,May. 27  2018,SUB,Rear Naked Choke,1,04:31,
win,Nordine Taleb,Danny Roberts,5,1,0,0,0,0,0,0,UFC Fight Night: Lawler vs. Dos Anjos,Dec. 16  2017,KO/TKO,Kick,1,00:59,
win,Nordine Taleb,Oliver Enkamp,57,34,2,1,0,0,3,0,UFC Fight Night: Gustafsson vs. Teixeira,May. 28  2017,U-DEC,,3,05:00,
loss,Nordine Taleb,Santiago Ponzinibbio,48,53,0,0,0,0,0,2,UFC Fight Night: Lewis vs. Browne,Feb. 19  2017,U-DEC,,3,05:00,
win,Nordine Taleb,Erick Silva,26,11,1,0,0,0,0,0,UFC 196: McGregor vs Diaz,Mar. 05  2016,KO/TKO,Punch,2,01:34,
loss,Nordine Taleb,Warlley Alves,17,17,0,2,0,1,0,3,UFC 190: Rousey vs Correia,Aug. 01  2015,SUB,Guillotine Choke,2,04:11,
win,Nordine Taleb,Chris Clements,36,17,6,0,0,1,5,0,UFC 186: Johnson vs Horiguchi,Apr. 25  2015,U-DEC,,3,05:00,
win,Nordine Taleb,Li Jingliang,66,43,2,2,0,0,0,0,UFC Fight Night: MacDonald vs Saffiedine,Oct. 04  2014,S-DEC,,3,05:00,
win,Nordine Taleb,Vik Grujic,48,4,4,0,0,0,3,0,UFC Fight Night: Bisping vs Kennedy,Apr. 16  2014,U-DEC,,3,05:00,
loss,Tsuyoshi Tamakairiki,Akira Shoji,0,8,0,0,0,0,0,0,PRIDE Bushido 3,May. 23  2004,KO/TKO,Punches,1,00:18,
win,Kiyoshi Tamura,Kazushi Sakuraba,17,4,1,1,0,3,1,1,Dynamite!! 2008,Dec. 31  2008,U-DEC,,2,05:00,
win,Kiyoshi Tamura,Masakatsu Funaki,15,10,1,0,0,0,0,0,DREAM 2: Middleweight Grand Prix 2008 1st Round,Apr. 29  2008,KO/TKO,Punches,1,00:57,
win,Kiyoshi Tamura,Ikuhisa Minowa,9,10,0,0,0,0,0,0,PRIDE Shockwave 2006,Dec. 31  2006,KO/TKO,Kicks,1,01:18,
loss,Kiyoshi Tamura,Minotauro Nogueira,0,2,0,1,0,1,0,1,PRIDE 31: Unbreakable,Feb. 26  2006,SUB,Armbar,1,02:24,
win,Kiyoshi Tamura,Makoto Takimoto,67,36,0,4,0,0,0,0,PRIDE Critical Countdown 2005,Jun. 26  2005,U-DEC,,3,05:00,
win,Kiyoshi Tamura,Aliev Makhmud,16,8,0,1,0,0,0,0,PRIDE 29: Fists Of Fire,Feb. 20  2005,KO/TKO,,1,07:09,
win,Kiyoshi Tamura,Rony Sefo,1,0,1,0,1,0,1,0,PRIDE Shockwave 2003,Dec. 31  2003,SUB,Armbar,1,02:20,
loss,Kiyoshi Tamura,Hidehiko Yoshida,15,8,0,1,0,2,1,1,PRIDE Total Elimination 2003,Aug. 10  2003,SUB,Gi Choke,1,05:06,
win,Kiyoshi Tamura,Nobuhiko Takada,41,5,0,1,0,0,0,0,PRIDE 23: Championship Chaos 2,Nov. 24  2002,KO/TKO,Punch,2,01:00,
loss,Kiyoshi Tamura,Bob Sapp,2,3,0,0,0,0,0,0,PRIDE 21: Demolition,Jun. 23  2002,KO/TKO,,1,00:11,
loss,Kiyoshi Tamura,Wanderlei Silva,7,26,0,2,0,0,0,0,PRIDE 19: Bad Blood,Feb. 24  2002,KO/TKO,Punch,2,02:28,
loss,Akitoshi Tamura,Charlie Valencia,29,42,0,1,2,0,1,0,WEC 46: Varner vs. Henderson,Jan. 10  2010,S-DEC,,3,05:00,
win,Akitoshi Tamura,Manny Tapia,134,34,0,0,0,0,0,0,WEC 40: Torres vs. Mizugaki,Apr. 05  2009,U-DEC,,3,05:00,
loss,Akitoshi Tamura,Wagnney Fabiano,4,11,0,3,1,1,0,7,WEC 37: Torres vs. Tapia,Dec. 03  2008,SUB,Arm Triangle,3,04:48,
loss,Issei Tamura,TJ Dillashaw,11,30,0,2,0,0,0,0,UFC 158: St-Pierre vs Diaz,Mar. 16  2013,KO/TKO,Kick,2,00:26,
loss,Issei Tamura,Raphael Assuncao,5,39,0,0,0,0,0,0,UFC on FUEL TV: Munoz vs Weidman,Jul. 11  2012,KO/TKO,Punch,2,00:25,
win,Issei Tamura,Tiequan Zhang,15,6,1,0,0,1,2,0,UFC 144: Edgar vs Henderson,Feb. 25  2012,KO/TKO,Punch,2,00:32,
loss,Jason Tan,Dong Hyun Kim,2,77,0,3,0,0,0,10,UFC 84: Ill Will,May. 24  2008,KO/TKO,Elbows,3,00:25,
loss,Jason Tan,Marcus Davis,6,9,0,0,0,0,0,0,UFC 72: Victory,Jun. 16  2007,KO/TKO,Punches,1,01:15,
loss,Akihito Tanaka,Bob Sapp,1,11,2,0,0,0,2,0,Dynamite!! 2008,Dec. 31  2008,KO/TKO,Punches,1,05:22,
loss,Michinori Tanaka,Ricardo Ramos,28,45,2,0,0,1,1,3,UFC Fight Night: Bermudez vs. The Korean Zombie,Feb. 04  2017,U-DEC,,3,05:00,
loss,Michinori Tanaka,Rani Yahya,20,10,1,7,0,1,0,6,UFC Fight Night: Cyborg vs. Lansberg,Sep. 24  2016,U-DEC,,3,05:00,
win,Michinori Tanaka,Joe Soto,57,71,3,1,0,4,0,2,UFC 195: Lawler vs Condit,Jan. 02  2016,S-DEC,,3,05:00,
loss,Michinori Tanaka,Kyung Ho Kang,22,21,3,0,0,2,4,10,UFC Fight Night: Hunt vs Nelson,Sep. 20  2014,S-DEC,,3,05:00,
win,Michinori Tanaka,Roland Delorme,21,2,3,1,1,0,4,3,UFC 174: Johnson vs Bagautinov,Jun. 14  2014,U-DEC,,3,05:00,
loss,Evan Tanner,Kendall Grove,27,59,3,0,0,1,1,1,The Ultimate Fighter Finale: Team Rampage vs Team Forrest,Jun. 21  2008,S-DEC,,3,05:00,
loss,Evan Tanner,Yushin Okami,19,26,1,0,0,0,0,0,UFC 82: Pride of a Champion,Mar. 01  2008,KO/TKO,Knee,2,03:00,
win,Evan Tanner,Justin Levens,10,2,1,0,2,1,1,0,UFC 59: Reality Check,Apr. 15  2006,SUB,Triangle Choke,1,03:14,
loss,Evan Tanner,David Loiseau,15,13,3,0,2,0,8,0,UFC Fight Night 2,Oct. 03  2005,KO/TKO,,2,04:15,
loss,Evan Tanner,Rich Franklin,25,97,1,0,1,1,0,0,UFC 53: Heavy Hitters,Jun. 04  2005,KO/TKO,,4,03:25,
win,Evan Tanner,David Terrell,19,4,0,2,0,1,1,0,UFC 51: Super Saturday,Feb. 05  2005,KO/TKO,Punches,1,04:35,
win,Evan Tanner,Robbie Lawler,6,3,0,1,1,0,0,0,UFC 50: The War Of '04,Oct. 22  2004,SUB,Triangle Choke,1,02:22,
win,Evan Tanner,Phil Baroni,73,23,5,0,0,0,1,0,UFC 48: Payback,Jun. 19  2004,U-DEC,,3,05:00,
win,Evan Tanner,Phil Baroni,28,17,1,0,0,0,2,0,UFC 45: Revolution,Nov. 21  2003,KO/TKO,Elbows,1,04:42,
loss,Evan Tanner,Rich Franklin,6,16,0,0,0,0,0,0,UFC 42: Sudden Impact,Apr. 25  2003,KO/TKO,Punches,1,02:40,
win,Evan Tanner,Chris Haseman,70,14,3,0,0,2,5,0,UFC 38: Brawl at the Hall,Jul. 13  2002,U-DEC,,3,05:00,
win,Evan Tanner,Elvis Sinosic,7,4,0,0,0,0,0,0,UFC 36: Worlds Collide,Mar. 22  2002,KO/TKO,,1,02:06,
win,Evan Tanner,Homer Moore,4,4,0,2,4,0,0,3,UFC 34: High Voltage,Nov. 02  2001,SUB,Armbar,2,00:55,
loss,Evan Tanner,Tito Ortiz,0,7,0,1,0,0,0,0,UFC 30: Battle on the Boardwalk,Feb. 23  2001,KO/TKO,Slam,1,00:32,
win,Evan Tanner,Lance Gibson,32,6,1,0,0,0,3,0,UFC 29: Defense of the Belts,Dec. 16  2000,KO/TKO,Punches,1,04:58,
win,Evan Tanner,Valeri Ignatov,23,2,1,0,1,0,2,0,UFC 19: Ultimate Young Guns,Mar. 05  1999,KO/TKO,Elbows,1,02:58,
win,Evan Tanner,Darrel Gholar,24,4,1,1,4,0,1,2,UFC 18: The Road to the Heavyweight Title,Jan. 08  1999,SUB,Rear Naked Choke,1,07:57,
loss,Manny Tapia,Eddie Wineland,38,67,0,1,0,0,0,0,WEC 43: Cerrone vs. Henderson,Oct. 10  2009,U-DEC,,3,05:00,
loss,Manny Tapia,Akitoshi Tamura,34,134,0,0,0,0,0,0,WEC 40: Torres vs. Mizugaki,Apr. 05  2009,U-DEC,,3,05:00,
loss,Manny Tapia,Miguel Torres,10,48,0,0,0,0,0,0,WEC 37: Torres vs. Tapia,Dec. 03  2008,KO/TKO,Punches,2,03:04,
win,Manny Tapia,Antonio Banuelos,45,31,1,2,1,0,1,1,WEC 32: Condit vs. Prater,Feb. 13  2008,S-DEC,,3,05:00,
win,Manny Tapia,Brandon Foxworth,38,11,1,0,0,0,2,0,WEC 27: Marshall vs. McElfresh,May. 12  2007,KO/TKO,Punches,2,03:17,
loss,Gary Tapusoa,Darryl Cobb,0,0,0,0,0,0,0,0,Strikeforce Challengers 5,Nov. 20  2009,S-DEC,,3,05:00,
loss,Miesha Tate,Raquel Pennington,21,43,1,1,0,3,0,1,UFC 205: Alvarez vs McGregor,Nov. 12  2016,U-DEC,,3,05:00,
loss,Miesha Tate,Amanda Nunes,3,40,0,0,0,1,0,1,UFC 200: Tate vs Nunes,Jul. 09  2016,SUB,Rear Naked Choke,1,03:16,
win,Miesha Tate,Holly Holm,40,59,2,0,2,0,3,0,UFC 196: McGregor vs Diaz,Mar. 05  2016,SUB,Rear Naked Choke,5,03:30,
win,Miesha Tate,Jessica Eye,58,56,1,0,2,0,3,0,UFC on Fox: Dillashaw vs. Barao II,Jul. 25  2015,U-DEC,,3,05:00,
win,Miesha Tate,Sara McMann,23,34,0,1,2,0,4,4,UFC 183: Silva vs Diaz,Jan. 31  2015,M-DEC,,3,05:00,
win,Miesha Tate,Rin Nakai,55,16,1,3,0,0,0,2,UFC Fight Night: Hunt vs Nelson,Sep. 20  2014,U-DEC,,3,05:00,
win,Miesha Tate,Liz Carmouche,27,18,1,5,2,0,3,1,UFC on Fox: Werdum vs Browne,Apr. 19  2014,U-DEC,,3,05:00,
loss,Miesha Tate,Ronda Rousey,24,40,1,6,0,3,0,3,UFC 168: Weidman vs Silva 2,Dec. 28  2013,SUB,Armbar,3,00:58,
loss,Miesha Tate,Cat Zingano,23,35,3,1,3,1,5,4,The Ultimate Fighter 17 Finale,Apr. 13  2013,KO/TKO,Knees,3,02:55,
win,Miesha Tate,Julie Kedzie,17,52,2,0,5,0,1,0,Strikeforce - Rousey vs Kaufman,Aug. 18  2012,SUB,Armbar,3,03:28,
loss,Miesha Tate,Ronda Rousey,8,8,1,3,0,2,2,4,Strikeforce - Tate vs. Rousey,Mar. 03  2012,SUB,Armbar,1,04:27,
win,Miesha Tate,Marloes Coenen,5,24,4,0,1,2,2,1,Strikeforce - Fedor vs. Henderson,Jul. 30  2011,SUB,Arm Triangle,4,03:03,
win,Miesha Tate,Maiju Kujala,33,15,2,0,0,0,2,0,Strikeforce Challengers 10,Aug. 13  2010,U-DEC,,2,03:00,
win,Miesha Tate,Hitomi Akano,10,6,2,0,0,1,3,0,Strikeforce Challengers 10,Aug. 13  2010,U-DEC,,3,03:00,
win,Miesha Tate,Zoila Frausto,15,7,3,0,4,0,6,0,Strikeforce Challengers 7,Mar. 26  2010,SUB,Armbar,2,04:09,
loss,Miesha Tate,Sarah Kaufman,26,90,2,0,0,0,2,0,Strikeforce Challengers 1,May. 15  2009,U-DEC,,3,03:00,
win,Miesha Tate,Elaina Maxwell,6,9,2,0,1,0,4,1,Strikeforce - Melendez vs. Thomson,Jun. 27  2008,U-DEC,,3,03:00,
loss,Deividas Taurosevicius,LC Davis,24,18,1,1,0,0,0,0,WEC 47: Bowles vs. Cruz,Mar. 06  2010,M-DEC,,3,05:00,
win,Deividas Taurosevicius,Mackens Semerzier,33,27,5,1,1,5,3,2,WEC 46: Varner vs. Henderson,Jan. 10  2010,U-DEC,,3,05:00,
win,Deividas Taurosevicius,Javier Vazquez,39,37,0,2,0,2,0,4,WEC 43: Cerrone vs. Henderson,Oct. 10  2009,S-DEC,,3,05:00,
